Impression_ID,Userid,Listing_ID,Plus,Rank,Price,Booked
1518,okRwUfNL,44608896,0,38,227,0
1519,okRwUfNL,45053706,0,39,160,0
1520,okRwUfNL,45469731,0,40,178,0
1521,OLi9Rmwf,793723,0,1,250,0
1522,OLi9Rmwf,5374761,0,2,210,0
1523,OLi9Rmwf,7576657,0,3,186,0
1524,OLi9Rmwf,11815241,0,4,282,0
1525,OLi9Rmwf,13140432,0,5,235,0
1526,OLi9Rmwf,14068513,0,6,282,0
1527,OLi9Rmwf,14071933,0,7,282,0
1528,OLi9Rmwf,14072680,0,8,282,0
1529,OLi9Rmwf,20322055,0,9,252,0
1530,OLi9Rmwf,20322202,0,10,223,0
1531,OLi9Rmwf,21062970,0,11,235,0
1532,OLi9Rmwf,21267121,0,12,282,1
1533,OLi9Rmwf,27668343,0,13,250,0
1534,OLi9Rmwf,28483791,0,14,124,0
1535,OLi9Rmwf,28488431,0,15,208,0
1536,OLi9Rmwf,28495316,0,16,150,0
1537,OLi9Rmwf,31571374,0,17,243,0
1538,OLi9Rmwf,31802949,0,18,200,0
1539,OLi9Rmwf,32118568,0,19,173,0
1540,OLi9Rmwf,36104319,0,20,188,0
1541,OLi9Rmwf,36637796,0,21,178,0
1542,OLi9Rmwf,36982780,0,22,95,0
1543,OLi9Rmwf,38022100,0,23,203,0
1544,OLi9Rmwf,38123319,0,24,210,0
1545,OLi9Rmwf,38151123,0,25,210,0
1546,OLi9Rmwf,38678234,0,26,399,0
1547,OLi9Rmwf,39007825,0,27,174,0
1548,OLi9Rmwf,39359174,0,28,219,0
1549,OLi9Rmwf,39569048,0,29,175,0
1550,OLi9Rmwf,40536667,0,30,234,0
1551,OLi9Rmwf,42049771,0,31,169,0
1552,OLi9Rmwf,43123765,0,32,245,0
1553,OLi9Rmwf,43156280,0,33,182,0
1554,OLi9Rmwf,43348175,0,34,200,0
1555,OLi9Rmwf,43367113,0,35,185,0
1556,OLi9Rmwf,43820536,0,36,189,0
1557,OLi9Rmwf,44519908,0,37,100,0
1558,OLi9Rmwf,44608896,0,38,227,0
1559,OLi9Rmwf,45053706,0,39,160,0
1560,OLi9Rmwf,45469731,0,40,178,0
1561,qIz8VuWI,793723,0,1,250,0
1562,qIz8VuWI,5374761,0,2,210,0
1563,qIz8VuWI,7576657,0,3,186,1
1564,qIz8VuWI,11815241,0,4,282,0
1565,qIz8VuWI,13140432,0,5,235,0
1566,qIz8VuWI,14068513,0,6,282,0
1567,qIz8VuWI,14071933,0,7,282,0
1568,qIz8VuWI,14072680,0,8,282,0
1569,qIz8VuWI,20322055,0,9,252,0
1570,qIz8VuWI,20322202,0,10,223,0
1571,qIz8VuWI,21062970,0,11,235,0
1572,qIz8VuWI,21267121,0,12,282,0
1573,qIz8VuWI,27668343,0,13,250,0
1574,qIz8VuWI,28483791,0,14,124,0
1575,qIz8VuWI,28488431,0,15,208,0
1576,qIz8VuWI,28495316,0,16,150,0
1577,qIz8VuWI,31571374,0,17,243,0
1578,qIz8VuWI,31802949,0,18,200,0
1579,qIz8VuWI,32118568,0,19,173,0
1580,qIz8VuWI,36104319,0,20,188,0
1581,qIz8VuWI,36637796,0,21,178,0
1582,qIz8VuWI,36982780,0,22,95,0
1583,qIz8VuWI,38022100,0,23,203,0
1584,qIz8VuWI,38123319,0,24,210,0
1585,qIz8VuWI,38151123,0,25,210,0
1586,qIz8VuWI,38678234,0,26,399,0
1587,qIz8VuWI,39007825,0,27,174,0
1588,qIz8VuWI,39359174,0,28,219,0
1589,qIz8VuWI,39569048,0,29,175,0
1590,qIz8VuWI,40536667,0,30,234,0
1591,qIz8VuWI,42049771,0,31,169,0
1592,qIz8VuWI,43123765,0,32,245,0
1593,qIz8VuWI,43156280,0,33,182,0
1594,qIz8VuWI,43348175,0,34,200,0
1595,qIz8VuWI,43367113,0,35,185,0
1596,qIz8VuWI,43820536,0,36,189,0
1597,qIz8VuWI,44519908,0,37,100,0
1598,qIz8VuWI,44608896,0,38,227,0
1599,qIz8VuWI,45053706,0,39,160,0
1600,qIz8VuWI,45469731,0,40,178,0
1601,RIHmxujy,793723,0,1,250,0
1602,RIHmxujy,5374761,0,2,210,0
1603,RIHmxujy,7576657,0,3,186,0
1604,RIHmxujy,11815241,0,4,282,0
1605,RIHmxujy,13140432,0,5,235,0
1606,RIHmxujy,14068513,0,6,282,1
1607,RIHmxujy,14071933,0,7,282,0
1608,RIHmxujy,14072680,0,8,282,0
1609,RIHmxujy,20322055,0,9,252,0
1610,RIHmxujy,20322202,0,10,223,0
1611,RIHmxujy,21062970,0,11,235,0
1612,RIHmxujy,21267121,0,12,282,0
1613,RIHmxujy,27668343,0,13,250,0
1614,RIHmxujy,28483791,0,14,124,0
1615,RIHmxujy,28488431,0,15,208,0
1616,RIHmxujy,28495316,0,16,150,0
1617,RIHmxujy,31571374,0,17,243,0
1618,RIHmxujy,31802949,0,18,200,0
1619,RIHmxujy,32118568,0,19,173,0
1620,RIHmxujy,36104319,0,20,188,0
1621,RIHmxujy,36637796,0,21,178,0
1622,RIHmxujy,36982780,0,22,95,0
1623,RIHmxujy,38022100,0,23,203,0
1624,RIHmxujy,38123319,0,24,210,0
1625,RIHmxujy,38151123,0,25,210,0
1626,RIHmxujy,38678234,0,26,399,0
1627,RIHmxujy,39007825,0,27,174,0
1628,RIHmxujy,39359174,0,28,219,0
1629,RIHmxujy,39569048,0,29,175,0
1630,RIHmxujy,40536667,0,30,234,0
1631,RIHmxujy,42049771,0,31,169,0
1632,RIHmxujy,43123765,0,32,245,0
1633,RIHmxujy,43156280,0,33,182,0
1634,RIHmxujy,43348175,0,34,200,0
1635,RIHmxujy,43367113,0,35,185,0
1636,RIHmxujy,43820536,0,36,189,0
1637,RIHmxujy,44519908,0,37,100,0
1638,RIHmxujy,44608896,0,38,227,0
1639,RIHmxujy,45053706,0,39,160,0
1640,RIHmxujy,45469731,0,40,178,0
1641,sfGQhfFN,793723,0,1,250,0
1642,sfGQhfFN,5374761,0,2,210,0
1643,sfGQhfFN,7576657,0,3,186,0
1644,sfGQhfFN,11815241,0,4,282,0
1645,sfGQhfFN,13140432,0,5,235,0
1646,sfGQhfFN,14068513,0,6,282,0
1647,sfGQhfFN,14071933,0,7,282,0
1648,sfGQhfFN,14072680,0,8,282,0
1649,sfGQhfFN,20322055,0,9,252,0
1650,sfGQhfFN,20322202,0,10,223,0
1651,sfGQhfFN,21062970,0,11,235,0
1652,sfGQhfFN,21267121,0,12,282,0
1653,sfGQhfFN,27668343,0,13,250,0
1654,sfGQhfFN,28483791,0,14,124,0
1655,sfGQhfFN,28488431,0,15,208,0
1656,sfGQhfFN,28495316,0,16,150,0
1657,sfGQhfFN,31571374,0,17,243,0
1658,sfGQhfFN,31802949,0,18,200,1
1659,sfGQhfFN,32118568,0,19,173,0
1660,sfGQhfFN,36104319,0,20,188,0
1661,sfGQhfFN,36637796,0,21,178,0
1662,sfGQhfFN,36982780,0,22,95,0
1663,sfGQhfFN,38022100,0,23,203,0
1664,sfGQhfFN,38123319,0,24,210,0
1665,sfGQhfFN,38151123,0,25,210,0
1666,sfGQhfFN,38678234,0,26,399,0
1667,sfGQhfFN,39007825,0,27,174,0
1668,sfGQhfFN,39359174,0,28,219,0
1669,sfGQhfFN,39569048,0,29,175,0
1670,sfGQhfFN,40536667,0,30,234,0
1671,sfGQhfFN,42049771,0,31,169,0
1672,sfGQhfFN,43123765,0,32,245,0
1673,sfGQhfFN,43156280,0,33,182,0
1674,sfGQhfFN,43348175,0,34,200,0
1675,sfGQhfFN,43367113,0,35,185,0
1676,sfGQhfFN,43820536,0,36,189,0
1677,sfGQhfFN,44519908,0,37,100,0
1678,sfGQhfFN,44608896,0,38,227,0
1679,sfGQhfFN,45053706,0,39,160,0
1680,sfGQhfFN,45469731,0,40,178,0
1681,tenZwzcU,793723,0,1,250,0
1682,tenZwzcU,5374761,0,2,210,0
1683,tenZwzcU,7576657,0,3,186,0
1684,tenZwzcU,11815241,0,4,282,0
1685,tenZwzcU,13140432,0,5,235,0
1686,tenZwzcU,14068513,0,6,282,0
1687,tenZwzcU,14071933,0,7,282,0
1688,tenZwzcU,14072680,0,8,282,0
1689,tenZwzcU,20322055,0,9,252,1
1690,tenZwzcU,20322202,0,10,223,0
1691,tenZwzcU,21062970,0,11,235,0
1692,tenZwzcU,21267121,0,12,282,0
1693,tenZwzcU,27668343,0,13,250,0
1694,tenZwzcU,28483791,0,14,124,0
1695,tenZwzcU,28488431,0,15,208,0
1696,tenZwzcU,28495316,0,16,150,0
1697,tenZwzcU,31571374,0,17,243,0
1698,tenZwzcU,31802949,0,18,200,0
1699,tenZwzcU,32118568,0,19,173,0
1700,tenZwzcU,36104319,0,20,188,0
1701,tenZwzcU,36637796,0,21,178,0
1702,tenZwzcU,36982780,0,22,95,0
1703,tenZwzcU,38022100,0,23,203,0
1704,tenZwzcU,38123319,0,24,210,0
1705,tenZwzcU,38151123,0,25,210,0
1706,tenZwzcU,38678234,0,26,399,0
1707,tenZwzcU,39007825,0,27,174,0
1708,tenZwzcU,39359174,0,28,219,0
1709,tenZwzcU,39569048,0,29,175,0
1710,tenZwzcU,40536667,0,30,234,0
1711,tenZwzcU,42049771,0,31,169,0
1712,tenZwzcU,43123765,0,32,245,0
1713,tenZwzcU,43156280,0,33,182,0
1714,tenZwzcU,43348175,0,34,200,0
1715,tenZwzcU,43367113,0,35,185,0
1716,tenZwzcU,43820536,0,36,189,0
1717,tenZwzcU,44519908,0,37,100,0
1718,tenZwzcU,44608896,0,38,227,0
1719,tenZwzcU,45053706,0,39,160,0
1720,tenZwzcU,45469731,0,40,178,0
1721,TSHE8ljw,793723,0,1,250,0
1722,TSHE8ljw,5374761,0,2,210,0
1723,TSHE8ljw,7576657,0,3,186,0
1724,TSHE8ljw,11815241,0,4,282,0
1725,TSHE8ljw,13140432,0,5,235,0
1726,TSHE8ljw,14068513,0,6,282,0
1727,TSHE8ljw,14071933,0,7,282,0
1728,TSHE8ljw,14072680,0,8,282,0
1729,TSHE8ljw,20322055,0,9,252,0
1730,TSHE8ljw,20322202,0,10,223,0
1731,TSHE8ljw,21062970,0,11,235,0
1732,TSHE8ljw,21267121,0,12,282,0
1733,TSHE8ljw,27668343,0,13,250,0
1734,TSHE8ljw,28483791,0,14,124,0
1735,TSHE8ljw,28488431,0,15,208,0
1736,TSHE8ljw,28495316,0,16,150,0
1737,TSHE8ljw,31571374,0,17,243,0
1738,TSHE8ljw,31802949,0,18,200,0
1739,TSHE8ljw,32118568,0,19,173,0
1740,TSHE8ljw,36104319,0,20,188,0
1741,TSHE8ljw,36637796,0,21,178,0
1742,TSHE8ljw,36982780,0,22,95,0
1743,TSHE8ljw,38022100,0,23,203,0
1744,TSHE8ljw,38123319,0,24,210,0
1745,TSHE8ljw,38151123,0,25,210,0
1746,TSHE8ljw,38678234,0,26,399,0
1747,TSHE8ljw,39007825,0,27,174,1
1748,TSHE8ljw,39359174,0,28,219,0
1749,TSHE8ljw,39569048,0,29,175,0
1750,TSHE8ljw,40536667,0,30,234,0
1751,TSHE8ljw,42049771,0,31,169,0
1752,TSHE8ljw,43123765,0,32,245,0
1753,TSHE8ljw,43156280,0,33,182,0
1754,TSHE8ljw,43348175,0,34,200,0
1755,TSHE8ljw,43367113,0,35,185,0
1756,TSHE8ljw,43820536,0,36,189,0
1757,TSHE8ljw,44519908,0,37,100,0
1758,TSHE8ljw,44608896,0,38,227,0
1759,TSHE8ljw,45053706,0,39,160,0
1760,TSHE8ljw,45469731,0,40,178,0
1761,TsL5OhXS,793723,0,1,250,0
1762,TsL5OhXS,5374761,0,2,210,0
1763,TsL5OhXS,7576657,0,3,186,0
1764,TsL5OhXS,11815241,0,4,282,0
1765,TsL5OhXS,13140432,0,5,235,0
1766,TsL5OhXS,14068513,0,6,282,0
1767,TsL5OhXS,14071933,0,7,282,0
1768,TsL5OhXS,14072680,0,8,282,0
1769,TsL5OhXS,20322055,0,9,252,0
1770,TsL5OhXS,20322202,0,10,223,0
1771,TsL5OhXS,21062970,0,11,235,0
1772,TsL5OhXS,21267121,0,12,282,0
1773,TsL5OhXS,27668343,0,13,250,0
1774,TsL5OhXS,28483791,0,14,124,0
1775,TsL5OhXS,28488431,0,15,208,0
1776,TsL5OhXS,28495316,0,16,150,0
1777,TsL5OhXS,31571374,0,17,243,0
1778,TsL5OhXS,31802949,0,18,200,0
1779,TsL5OhXS,32118568,0,19,173,0
1780,TsL5OhXS,36104319,0,20,188,0
1781,TsL5OhXS,36637796,0,21,178,0
1782,TsL5OhXS,36982780,0,22,95,0
1783,TsL5OhXS,38022100,0,23,203,0
1784,TsL5OhXS,38123319,0,24,210,0
1785,TsL5OhXS,38151123,0,25,210,0
1786,TsL5OhXS,38678234,0,26,399,0
1787,TsL5OhXS,39007825,0,27,174,0
1788,TsL5OhXS,39359174,0,28,219,0
1789,TsL5OhXS,39569048,0,29,175,0
1790,TsL5OhXS,40536667,0,30,234,0
1791,TsL5OhXS,42049771,0,31,169,0
1792,TsL5OhXS,43123765,0,32,245,0
1793,TsL5OhXS,43156280,0,33,182,0
1794,TsL5OhXS,43348175,0,34,200,0
1795,TsL5OhXS,43367113,0,35,185,0
1796,TsL5OhXS,43820536,0,36,189,0
1797,TsL5OhXS,44519908,0,37,100,0
1798,TsL5OhXS,44608896,0,38,227,0
1799,TsL5OhXS,45053706,0,39,160,0
1800,TsL5OhXS,45469731,0,40,178,1
1801,TtLS7tHK,793723,0,1,250,0
1802,TtLS7tHK,5374761,0,2,210,0
1803,TtLS7tHK,7576657,0,3,186,0
1804,TtLS7tHK,11815241,0,4,282,0
1805,TtLS7tHK,13140432,0,5,235,0
1806,TtLS7tHK,14068513,0,6,282,0
1807,TtLS7tHK,14071933,0,7,282,0
1808,TtLS7tHK,14072680,0,8,282,0
1809,TtLS7tHK,20322055,0,9,252,0
1810,TtLS7tHK,20322202,0,10,223,0
1811,TtLS7tHK,21062970,0,11,235,0
1812,TtLS7tHK,21267121,0,12,282,0
1813,TtLS7tHK,27668343,0,13,250,0
1814,TtLS7tHK,28483791,0,14,124,0
1815,TtLS7tHK,28488431,0,15,208,0
1816,TtLS7tHK,28495316,0,16,150,0
1817,TtLS7tHK,31571374,0,17,243,1
1818,TtLS7tHK,31802949,0,18,200,0
1819,TtLS7tHK,32118568,0,19,173,0
1820,TtLS7tHK,36104319,0,20,188,0
1821,TtLS7tHK,36637796,0,21,178,0
1822,TtLS7tHK,36982780,0,22,95,0
1823,TtLS7tHK,38022100,0,23,203,0
1824,TtLS7tHK,38123319,0,24,210,0
1825,TtLS7tHK,38151123,0,25,210,0
1826,TtLS7tHK,38678234,0,26,399,0
1827,TtLS7tHK,39007825,0,27,174,0
1828,TtLS7tHK,39359174,0,28,219,0
1829,TtLS7tHK,39569048,0,29,175,0
1830,TtLS7tHK,40536667,0,30,234,0
1831,TtLS7tHK,42049771,0,31,169,0
1832,TtLS7tHK,43123765,0,32,245,0
1833,TtLS7tHK,43156280,0,33,182,0
1834,TtLS7tHK,43348175,0,34,200,0
1835,TtLS7tHK,43367113,0,35,185,0
1836,TtLS7tHK,43820536,0,36,189,0
1837,TtLS7tHK,44519908,0,37,100,0
1838,TtLS7tHK,44608896,0,38,227,0
1839,TtLS7tHK,45053706,0,39,160,0
1840,TtLS7tHK,45469731,0,40,178,0
1841,UB6jhcl9,793723,0,1,250,0
1842,UB6jhcl9,5374761,0,2,210,0
1843,UB6jhcl9,7576657,0,3,186,0
1844,UB6jhcl9,11815241,0,4,282,0
1845,UB6jhcl9,13140432,0,5,235,0
1846,UB6jhcl9,14068513,0,6,282,0
1847,UB6jhcl9,14071933,0,7,282,0
1848,UB6jhcl9,14072680,0,8,282,0
1849,UB6jhcl9,20322055,0,9,252,0
1850,UB6jhcl9,20322202,0,10,223,0
1851,UB6jhcl9,21062970,0,11,235,0
1852,UB6jhcl9,21267121,0,12,282,0
1853,UB6jhcl9,27668343,0,13,250,0
1854,UB6jhcl9,28483791,0,14,124,0
1855,UB6jhcl9,28488431,0,15,208,0
1856,UB6jhcl9,28495316,0,16,150,1
1857,UB6jhcl9,31571374,0,17,243,0
1858,UB6jhcl9,31802949,0,18,200,0
1859,UB6jhcl9,32118568,0,19,173,0
1860,UB6jhcl9,36104319,0,20,188,0
1861,UB6jhcl9,36637796,0,21,178,0
1862,UB6jhcl9,36982780,0,22,95,0
1863,UB6jhcl9,38022100,0,23,203,0
1864,UB6jhcl9,38123319,0,24,210,0
1865,UB6jhcl9,38151123,0,25,210,0
1866,UB6jhcl9,38678234,0,26,399,0
1867,UB6jhcl9,39007825,0,27,174,0
1868,UB6jhcl9,39359174,0,28,219,0
1869,UB6jhcl9,39569048,0,29,175,0
1870,UB6jhcl9,40536667,0,30,234,0
1871,UB6jhcl9,42049771,0,31,169,0
1872,UB6jhcl9,43123765,0,32,245,0
1873,UB6jhcl9,43156280,0,33,182,0
1874,UB6jhcl9,43348175,0,34,200,0
1875,UB6jhcl9,43367113,0,35,185,0
1876,UB6jhcl9,43820536,0,36,189,0
1877,UB6jhcl9,44519908,0,37,100,0
1878,UB6jhcl9,44608896,0,38,227,0
1879,UB6jhcl9,45053706,0,39,160,0
1880,UB6jhcl9,45469731,0,40,178,0
1881,V50IIcMe,793723,0,1,250,0
1882,V50IIcMe,5374761,0,2,210,0
1883,V50IIcMe,7576657,0,3,186,0
1884,V50IIcMe,11815241,0,4,282,0
1885,V50IIcMe,13140432,0,5,235,0
1886,V50IIcMe,14068513,0,6,282,0
1887,V50IIcMe,14071933,0,7,282,0
1888,V50IIcMe,14072680,0,8,282,0
1889,V50IIcMe,20322055,0,9,252,0
1890,V50IIcMe,20322202,0,10,223,0
1891,V50IIcMe,21062970,0,11,235,0
1892,V50IIcMe,21267121,0,12,282,0
1893,V50IIcMe,27668343,0,13,250,0
1894,V50IIcMe,28483791,0,14,124,0
1895,V50IIcMe,28488431,0,15,208,0
1896,V50IIcMe,28495316,0,16,150,0
1897,V50IIcMe,31571374,0,17,243,0
1898,V50IIcMe,31802949,0,18,200,0
1899,V50IIcMe,32118568,0,19,173,0
1900,V50IIcMe,36104319,0,20,188,0
1901,V50IIcMe,36637796,0,21,178,0
1902,V50IIcMe,36982780,0,22,95,0
1903,V50IIcMe,38022100,0,23,203,0
1904,V50IIcMe,38123319,0,24,210,0
1905,V50IIcMe,38151123,0,25,210,1
1906,V50IIcMe,38678234,0,26,399,0
1907,V50IIcMe,39007825,0,27,174,0
1908,V50IIcMe,39359174,0,28,219,0
1909,V50IIcMe,39569048,0,29,175,0
1910,V50IIcMe,40536667,0,30,234,0
1911,V50IIcMe,42049771,0,31,169,0
1912,V50IIcMe,43123765,0,32,245,0
1913,V50IIcMe,43156280,0,33,182,0
1914,V50IIcMe,43348175,0,34,200,0
1915,V50IIcMe,43367113,0,35,185,0
1916,V50IIcMe,43820536,0,36,189,0
1917,V50IIcMe,44519908,0,37,100,0
1918,V50IIcMe,44608896,0,38,227,0
1919,V50IIcMe,45053706,0,39,160,0
1920,V50IIcMe,45469731,0,40,178,0
1921,Vlpi5wHV,793723,0,1,250,0
1922,Vlpi5wHV,5374761,0,2,210,0
1923,Vlpi5wHV,7576657,0,3,186,0
1924,Vlpi5wHV,11815241,0,4,282,0
1925,Vlpi5wHV,13140432,0,5,235,0
1926,Vlpi5wHV,14068513,0,6,282,0
1927,Vlpi5wHV,14071933,0,7,282,0
1928,Vlpi5wHV,14072680,0,8,282,0
1929,Vlpi5wHV,20322055,0,9,252,0
1930,Vlpi5wHV,20322202,0,10,223,0
1931,Vlpi5wHV,21062970,0,11,235,0
1932,Vlpi5wHV,21267121,0,12,282,0
1933,Vlpi5wHV,27668343,0,13,250,0
1934,Vlpi5wHV,28483791,0,14,124,0
1935,Vlpi5wHV,28488431,0,15,208,1
1936,Vlpi5wHV,28495316,0,16,150,0
1937,Vlpi5wHV,31571374,0,17,243,0
1938,Vlpi5wHV,31802949,0,18,200,0
1939,Vlpi5wHV,32118568,0,19,173,0
1940,Vlpi5wHV,36104319,0,20,188,0
1941,Vlpi5wHV,36637796,0,21,178,0
1942,Vlpi5wHV,36982780,0,22,95,0
1943,Vlpi5wHV,38022100,0,23,203,0
1944,Vlpi5wHV,38123319,0,24,210,0
1945,Vlpi5wHV,38151123,0,25,210,0
1946,Vlpi5wHV,38678234,0,26,399,0
1947,Vlpi5wHV,39007825,0,27,174,0
1948,Vlpi5wHV,39359174,0,28,219,0
1949,Vlpi5wHV,39569048,0,29,175,0
1950,Vlpi5wHV,40536667,0,30,234,0
1951,Vlpi5wHV,42049771,0,31,169,0
1952,Vlpi5wHV,43123765,0,32,245,0
1953,Vlpi5wHV,43156280,0,33,182,0
1954,Vlpi5wHV,43348175,0,34,200,0
1955,Vlpi5wHV,43367113,0,35,185,0
1956,Vlpi5wHV,43820536,0,36,189,0
1957,Vlpi5wHV,44519908,0,37,100,0
1958,Vlpi5wHV,44608896,0,38,227,0
1959,Vlpi5wHV,45053706,0,39,160,0
1960,Vlpi5wHV,45469731,0,40,178,0
1961,X07pMgl3,793723,0,1,250,0
1962,X07pMgl3,5374761,0,2,210,0
1963,X07pMgl3,7576657,0,3,186,0
1964,X07pMgl3,11815241,0,4,282,0
1965,X07pMgl3,13140432,0,5,235,0
1966,X07pMgl3,14068513,0,6,282,0
1967,X07pMgl3,14071933,0,7,282,0
1968,X07pMgl3,14072680,0,8,282,0
1969,X07pMgl3,20322055,0,9,252,0
1970,X07pMgl3,20322202,0,10,223,0
1971,X07pMgl3,21062970,0,11,235,0
1972,X07pMgl3,21267121,0,12,282,0
1973,X07pMgl3,27668343,0,13,250,0
1974,X07pMgl3,28483791,0,14,124,0
1975,X07pMgl3,28488431,0,15,208,0
1976,X07pMgl3,28495316,0,16,150,0
1977,X07pMgl3,31571374,0,17,243,0
1978,X07pMgl3,31802949,0,18,200,0
1979,X07pMgl3,32118568,0,19,173,0
1980,X07pMgl3,36104319,0,20,188,0
1981,X07pMgl3,36637796,0,21,178,0
1982,X07pMgl3,36982780,0,22,95,0
1983,X07pMgl3,38022100,0,23,203,0
1984,X07pMgl3,38123319,0,24,210,0
1985,X07pMgl3,38151123,0,25,210,0
1986,X07pMgl3,38678234,0,26,399,0
1987,X07pMgl3,39007825,0,27,174,0
1988,X07pMgl3,39359174,0,28,219,0
1989,X07pMgl3,39569048,0,29,175,0
1990,X07pMgl3,40536667,0,30,234,0
1991,X07pMgl3,42049771,0,31,169,0
1992,X07pMgl3,43123765,0,32,245,0
1993,X07pMgl3,43156280,0,33,182,1
1994,X07pMgl3,43348175,0,34,200,0
1995,X07pMgl3,43367113,0,35,185,0
1996,X07pMgl3,43820536,0,36,189,0
1997,X07pMgl3,44519908,0,37,100,0
1998,X07pMgl3,44608896,0,38,227,0
1999,X07pMgl3,45053706,0,39,160,0
2000,X07pMgl3,45469731,0,40,178,0
2001,XaW8m0Ei,793723,0,1,250,0
2002,XaW8m0Ei,5374761,0,2,210,0
2003,XaW8m0Ei,7576657,0,3,186,0
2004,XaW8m0Ei,11815241,0,4,282,1
2005,XaW8m0Ei,13140432,0,5,235,0
2006,XaW8m0Ei,14068513,0,6,282,0
2007,XaW8m0Ei,14071933,0,7,282,0
2008,XaW8m0Ei,14072680,0,8,282,0
2009,XaW8m0Ei,20322055,0,9,252,0
2010,XaW8m0Ei,20322202,0,10,223,0
2011,XaW8m0Ei,21062970,0,11,235,0
2012,XaW8m0Ei,21267121,0,12,282,0
2013,XaW8m0Ei,27668343,0,13,250,0
2014,XaW8m0Ei,28483791,0,14,124,0
2015,XaW8m0Ei,28488431,0,15,208,0
2016,XaW8m0Ei,28495316,0,16,150,0
2017,XaW8m0Ei,31571374,0,17,243,0
2018,XaW8m0Ei,31802949,0,18,200,0
2019,XaW8m0Ei,32118568,0,19,173,0
2020,XaW8m0Ei,36104319,0,20,188,0
2021,XaW8m0Ei,36637796,0,21,178,0
2022,XaW8m0Ei,36982780,0,22,95,0
2023,XaW8m0Ei,38022100,0,23,203,0
2024,XaW8m0Ei,38123319,0,24,210,0
2025,XaW8m0Ei,38151123,0,25,210,0
2026,XaW8m0Ei,38678234,0,26,399,0
2027,XaW8m0Ei,39007825,0,27,174,0
2028,XaW8m0Ei,39359174,0,28,219,0
2029,XaW8m0Ei,39569048,0,29,175,0
2030,XaW8m0Ei,40536667,0,30,234,0
2031,XaW8m0Ei,42049771,0,31,169,0
2032,XaW8m0Ei,43123765,0,32,245,0
2033,XaW8m0Ei,43156280,0,33,182,0
2034,XaW8m0Ei,43348175,0,34,200,0
2035,XaW8m0Ei,43367113,0,35,185,0
2036,XaW8m0Ei,43820536,0,36,189,0
2037,XaW8m0Ei,44519908,0,37,100,0
2038,XaW8m0Ei,44608896,0,38,227,0
2039,XaW8m0Ei,45053706,0,39,160,0
2040,XaW8m0Ei,45469731,0,40,178,0
2041,XjAxoV7Y,793723,0,1,250,0
2042,XjAxoV7Y,5374761,0,2,210,0
2043,XjAxoV7Y,7576657,0,3,186,0
2044,XjAxoV7Y,11815241,0,4,282,0
2045,XjAxoV7Y,13140432,0,5,235,0
2046,XjAxoV7Y,14068513,0,6,282,0
2047,XjAxoV7Y,14071933,0,7,282,0
2048,XjAxoV7Y,14072680,0,8,282,1
2049,XjAxoV7Y,20322055,0,9,252,0
2050,XjAxoV7Y,20322202,0,10,223,0
2051,XjAxoV7Y,21062970,0,11,235,0
2052,XjAxoV7Y,21267121,0,12,282,0
2053,XjAxoV7Y,27668343,0,13,250,0
2054,XjAxoV7Y,28483791,0,14,124,0
2055,XjAxoV7Y,28488431,0,15,208,0
2056,XjAxoV7Y,28495316,0,16,150,0
2057,XjAxoV7Y,31571374,0,17,243,0
2058,XjAxoV7Y,31802949,0,18,200,0
2059,XjAxoV7Y,32118568,0,19,173,0
2060,XjAxoV7Y,36104319,0,20,188,0
2061,XjAxoV7Y,36637796,0,21,178,0
2062,XjAxoV7Y,36982780,0,22,95,0
2063,XjAxoV7Y,38022100,0,23,203,0
2064,XjAxoV7Y,38123319,0,24,210,0
2065,XjAxoV7Y,38151123,0,25,210,0
2066,XjAxoV7Y,38678234,0,26,399,0
2067,XjAxoV7Y,39007825,0,27,174,0
2068,XjAxoV7Y,39359174,0,28,219,0
2069,XjAxoV7Y,39569048,0,29,175,0
2070,XjAxoV7Y,40536667,0,30,234,0
2071,XjAxoV7Y,42049771,0,31,169,0
2072,XjAxoV7Y,43123765,0,32,245,0
2073,XjAxoV7Y,43156280,0,33,182,0
2074,XjAxoV7Y,43348175,0,34,200,0
2075,XjAxoV7Y,43367113,0,35,185,0
2076,XjAxoV7Y,43820536,0,36,189,0
2077,XjAxoV7Y,44519908,0,37,100,0
2078,XjAxoV7Y,44608896,0,38,227,0
2079,XjAxoV7Y,45053706,0,39,160,0
2080,XjAxoV7Y,45469731,0,40,178,0
2081,XkHIJGwh,793723,0,1,250,0
2082,XkHIJGwh,5374761,0,2,210,0
2083,XkHIJGwh,7576657,0,3,186,0
2084,XkHIJGwh,11815241,0,4,282,0
2085,XkHIJGwh,13140432,0,5,235,0
2086,XkHIJGwh,14068513,0,6,282,0
2087,XkHIJGwh,14071933,0,7,282,0
2088,XkHIJGwh,14072680,0,8,282,0
2089,XkHIJGwh,20322055,0,9,252,0
2090,XkHIJGwh,20322202,0,10,223,0
2091,XkHIJGwh,21062970,0,11,235,0
2092,XkHIJGwh,21267121,0,12,282,0
2093,XkHIJGwh,27668343,0,13,250,0
2094,XkHIJGwh,28483791,0,14,124,0
2095,XkHIJGwh,28488431,0,15,208,0
2096,XkHIJGwh,28495316,0,16,150,0
2097,XkHIJGwh,31571374,0,17,243,0
2098,XkHIJGwh,31802949,0,18,200,0
2099,XkHIJGwh,32118568,0,19,173,0
